"transactionid";"item";"quantity"
"cf4773c7-809d-4d82-b0d6-13ce6c4b5daa";"Chuckanut Kolsch Style";2
"cf4773c7-809d-4d82-b0d6-13ce6c4b5daa";"Original Premium Lager Dog";3
"44ef439b-1218-49e9-a1ab-a7a31a27593c";"Original Premium Lager";1
"44ef439b-1218-49e9-a1ab-a7a31a27593c";"Mozzarella Sticks";1
"44ef439b-1218-49e9-a1ab-a7a31a27593c";"Original Premium Lager Dog";3
"44ef439b-1218-49e9-a1ab-a7a31a27593c";"Lion Bridge Compensation";3
"a4214528-d042-4f35-a27d-c65f27a1e5d7";"Original Premium Lager Dog";3
"a4214528-d042-4f35-a27d-c65f27a1e5d7";"Southpaw Light";2
"a4214528-d042-4f35-a27d-c65f27a1e5d7";"Carton Boat Beer";1
"a4214528-d042-4f35-a27d-c65f27a1e5d7";"Maple-Glazed Peanuts";1
"9164fced-8c6e-438f-b706-c0912e583c1d";"Cheese Fries";2
"9164fced-8c6e-438f-b706-c0912e583c1d";"Sloppy Joe";1
"9164fced-8c6e-438f-b706-c0912e583c1d";"Chuckanut Kolsch Style";1
"9164fced-8c6e-438f-b706-c0912e583c1d";"Original Premium Lager";3
"9164fced-8c6e-438f-b706-c0912e583c1d";"Soft Pretzel";2
"f468d539-8df0-46e2-84b6-17498ddf92d6";"Carton Boat Beer";2
"f468d539-8df0-46e2-84b6-17498ddf92d6";"Maple-Glazed Peanuts";2
"1ea13f11-ee32-44ea-b235-4956b1f68fe8";"Killian's";2
"1ea13f11-ee32-44ea-b235-4956b1f68fe8";"Cheese Fries";1
"1ea13f11-ee32-44ea-b235-4956b1f68fe8";"Lion Bridge Compensation";3
"21106af4-951f-4ebc-9b3d-93bdda53dc7d";"Cheese Fries";3
"21106af4-951f-4ebc-9b3d-93bdda53dc7d";"Chuckanut Kolsch Style";2
"21106af4-951f-4ebc-9b3d-93bdda53dc7d";"Lion Bridge Compensation";2
"21106af4-951f-4ebc-9b3d-93bdda53dc7d";"Shrimp Cocktail";2
"21106af4-951f-4ebc-9b3d-93bdda53dc7d";"Allagash White";3
"f83f0b92-a2f0-466f-a14b-5c8d25c938a1";"Original Premium Lager Dog";1
"f83f0b92-a2f0-466f-a14b-5c8d25c938a1";"Chuckanut Kolsch Style";1
"f83f0b92-a2f0-466f-a14b-5c8d25c938a1";"Maple-Glazed Peanuts";1
"f83f0b92-a2f0-466f-a14b-5c8d25c938a1";"Carton Boat Beer";3
"4066358c-9405-4cd3-b47a-b1150d0856d4";"Soft Pretzel";2
"4066358c-9405-4cd3-b47a-b1150d0856d4";"Killian's";2
"4066358c-9405-4cd3-b47a-b1150d0856d4";"Shrimp Cocktail";1
"43d4e765-96e9-47ed-a8df-0c47cbe7a53a";"Maple-Glazed Peanuts";2
"14b993a1-f361-4b0d-bcf3-2730c293e463";"New Belgium La Folie";2
"6a9c1965-3bd9-4060-9677-46b8370bfcab";"Carton Boat Beer";3
"6a9c1965-3bd9-4060-9677-46b8370bfcab";"Cheese Fries";3
"fac41357-7865-469e-b2e3-c25f19b93185";"Sloppy Joe";3
"69160b21-9e6f-4aa6-9ec4-43826ebdead2";"Soft Pretzel";2
"69160b21-9e6f-4aa6-9ec4-43826ebdead2";"Sloppy Joe";2
"b7e92f49-4965-4c85-9311-bdaa7aeabc94";"Chuckanut Kolsch Style";1
"b7e92f49-4965-4c85-9311-bdaa7aeabc94";"Cheese Fries";2
"b7e92f49-4965-4c85-9311-bdaa7aeabc94";"Lion Bridge Compensation";1
"945a7b1d-2da0-4711-90d4-e5416bd59262";"Shrimp Cocktail";2
"945a7b1d-2da0-4711-90d4-e5416bd59262";"Sloppy Joe";2
"945a7b1d-2da0-4711-90d4-e5416bd59262";"Southpaw Light";1
"ff69c982-79b7-4d5b-a2de-e99ff203a5cd";"Sloppy Joe";2
"ff69c982-79b7-4d5b-a2de-e99ff203a5cd";"Killian's";1
"ff69c982-79b7-4d5b-a2de-e99ff203a5cd";"Soft Pretzel";3
"ff69c982-79b7-4d5b-a2de-e99ff203a5cd";"Shrimp Cocktail";2
"c2031562-9016-4e27-a0f7-069f0ffc9f5b";"Maple-Glazed Peanuts";3
"b2fc5ba0-9b47-4570-8ee5-70508d77dcca";"Maple-Glazed Peanuts";2
"22413d04-4de7-4fd4-a46f-0207d3283e37";"Devils Backbone Vienna Lager";2
"0b805854-2cfd-4908-8092-3af82b26343d";"ICEHOUSE";1
"88a5fddd-8f24-4e95-a401-6118f4246c64";"ICEHOUSE";3
"88a5fddd-8f24-4e95-a401-6118f4246c64";"Burial Griddle";3
"88a5fddd-8f24-4e95-a401-6118f4246c64";"Wicked Weed Black Angel";3
"88a5fddd-8f24-4e95-a401-6118f4246c64";"Creamy Dark";3
"f1b6041f-380f-4f35-b5e4-c7d719600087";"French Fries";2
"f1b6041f-380f-4f35-b5e4-c7d719600087";"Budweiser";2
"f1b6041f-380f-4f35-b5e4-c7d719600087";"Devils Backbone Vienna Lager";2
"f1b6041f-380f-4f35-b5e4-c7d719600087";"Wicked Weed Black Angel";2
"f1b6041f-380f-4f35-b5e4-c7d719600087";"Nachos";2
"0c64a0d7-7856-499e-b62a-702ce09d9289";"Holy Mountain Misere Au Borinage";2
"0c64a0d7-7856-499e-b62a-702ce09d9289";"Devils Backbone Vienna Lager";2
"0c64a0d7-7856-499e-b62a-702ce09d9289";"Sauza Diablo";3
"0c64a0d7-7856-499e-b62a-702ce09d9289";"Extra Gold";1
"0c64a0d7-7856-499e-b62a-702ce09d9289";"Jalapeno Poppers";1
"ba0b9c82-bb81-4eb9-ac64-9d3bdc219fab";"Burial Griddle";1
"0d7c291b-64e3-4d2b-82b6-5135e1ea5ddf";"Extra Gold";3
"0d7c291b-64e3-4d2b-82b6-5135e1ea5ddf";"Wicked Weed Black Angel";3
"0d7c291b-64e3-4d2b-82b6-5135e1ea5ddf";"Jalapeno Poppers";2
"496eb4fc-3980-4497-9d09-454f99db71dd";"Budweiser";3
"496eb4fc-3980-4497-9d09-454f99db71dd";"Jalapeno Poppers";3
"496eb4fc-3980-4497-9d09-454f99db71dd";"Bud";2
"496eb4fc-3980-4497-9d09-454f99db71dd";"Burial Griddle";3
"7860ab0b-04db-4489-b062-78b04e708dd0";"ICEHOUSE";3
"7860ab0b-04db-4489-b062-78b04e708dd0";"Fried Pickles";1
"6e82f1e3-283f-47f1-bf77-a1742cbce619";"French Fries";3
"6e82f1e3-283f-47f1-bf77-a1742cbce619";"Tired Hands SaisonHands";3
"94d436f2-3333-43ad-afed-fbecc484ba7c";"Wicked Weed Black Angel";2
"94d436f2-3333-43ad-afed-fbecc484ba7c";"Fried Pickles";3
"94d436f2-3333-43ad-afed-fbecc484ba7c";"Budweiser";2
"94d436f2-3333-43ad-afed-fbecc484ba7c";"ICEHOUSE";2
"8f0cd0dc-b408-461e-b2fb-6c9bcad996fd";"Extra Gold";2
"f7b61755-2d59-4b60-91c1-9f571c1a21e6";"Sauza Diablo";2
"f7b61755-2d59-4b60-91c1-9f571c1a21e6";"French Fries";3
"f7b61755-2d59-4b60-91c1-9f571c1a21e6";"Jalapeno Poppers";1
"f7b61755-2d59-4b60-91c1-9f571c1a21e6";"Creamy Dark";1
"35cabdc6-5988-4932-a81f-77e213bf6e46";"Burger Sliders";2
"35cabdc6-5988-4932-a81f-77e213bf6e46";"Budweiser";2
"35cabdc6-5988-4932-a81f-77e213bf6e46";"Sauza Diablo";1
"35cabdc6-5988-4932-a81f-77e213bf6e46";"Tired Hands SaisonHands";3
"a318a3ec-79ae-487a-95a2-43ac5336e219";"Creamy Dark";3
"a318a3ec-79ae-487a-95a2-43ac5336e219";"Sauza Diablo";1
"a318a3ec-79ae-487a-95a2-43ac5336e219";"Budweiser";1
"a318a3ec-79ae-487a-95a2-43ac5336e219";"Jalapeno Poppers";3
"47a34921-3e69-427b-b2d5-b3bf612fd599";"Holy Mountain Misere Au Borinage";3
"47a34921-3e69-427b-b2d5-b3bf612fd599";"Sauza Diablo";3
"47a34921-3e69-427b-b2d5-b3bf612fd599";"Burial Griddle";1
"47a34921-3e69-427b-b2d5-b3bf612fd599";"Nachos";1
"760e4c07-c3d2-46c1-abb6-1277b0f3b17f";"Jalapeno Poppers";3
"b3857a9a-59b1-4f34-8167-290701e9b105";"Extra Gold";3
"b3857a9a-59b1-4f34-8167-290701e9b105";"ICEHOUSE";2
"b3857a9a-59b1-4f34-8167-290701e9b105";"Bud";3
"b3857a9a-59b1-4f34-8167-290701e9b105";"Nachos";2
"b3857a9a-59b1-4f34-8167-290701e9b105";"Wicked Weed Black Angel";2
"743cb57b-ec9d-4cad-88e6-ea1d1b2182a5";"ICEHOUSE";1
"298c5535-640e-40a2-a2c4-2b5a3649e548";"Sauza Diablo";1
"298c5535-640e-40a2-a2c4-2b5a3649e548";"Budweiser";3
"298c5535-640e-40a2-a2c4-2b5a3649e548";"French Fries";2
"298c5535-640e-40a2-a2c4-2b5a3649e548";"Fried Pickles";1
"298c5535-640e-40a2-a2c4-2b5a3649e548";"Burger Sliders";2
"00dfaa06-fa13-4b94-a69b-ee1f3231a009";"Jalapeno Poppers";3
"00dfaa06-fa13-4b94-a69b-ee1f3231a009";"Creamy Dark";2
"00dfaa06-fa13-4b94-a69b-ee1f3231a009";"Bud";2
"00dfaa06-fa13-4b94-a69b-ee1f3231a009";"Extra Gold";1
"cde49b78-8641-45ef-8b43-c8f6325cfe44";"Bud";1
"cde49b78-8641-45ef-8b43-c8f6325cfe44";"Budweiser";2
"cde49b78-8641-45ef-8b43-c8f6325cfe44";"Burger Sliders";3
"cde49b78-8641-45ef-8b43-c8f6325cfe44";"Burial Griddle";1
"7741ad6f-4ed8-403a-ab04-6536f7c8a2b4";"ICEHOUSE";2
"7741ad6f-4ed8-403a-ab04-6536f7c8a2b4";"Jalapeno Poppers";1
"3601f7f2-4e07-48a7-97b3-4d0c397d1a76";"Creamy Dark";1
"3601f7f2-4e07-48a7-97b3-4d0c397d1a76";"Burial Griddle";2
"3601f7f2-4e07-48a7-97b3-4d0c397d1a76";"Budweiser";1
"3601f7f2-4e07-48a7-97b3-4d0c397d1a76";"Fried Pickles";1
"8dec6f71-35c8-4074-a101-053824d89ed5";"Burial Griddle";2
"8dec6f71-35c8-4074-a101-053824d89ed5";"Extra Gold";2
"8dec6f71-35c8-4074-a101-053824d89ed5";"Jalapeno Poppers";2
"2a468d4f-a859-4b5c-bbf8-a71c62072cb3";"Devils Backbone Vienna Lager";1
"2a468d4f-a859-4b5c-bbf8-a71c62072cb3";"Fried Pickles";2
"2a468d4f-a859-4b5c-bbf8-a71c62072cb3";"Bud";3
"25464209-fe5c-4118-b5bf-ffc148afb511";"French Fries";2
"25464209-fe5c-4118-b5bf-ffc148afb511";"Jalapeno Poppers";3
"25464209-fe5c-4118-b5bf-ffc148afb511";"Bud";2
"e0695c36-248d-4ace-a4e6-fb724d51d25f";"Extra Gold";2
"e3e48e97-f52a-46f9-b9b7-388fca9389a6";"Wicked Weed Black Angel";3
"9dc6ec77-3f7d-473b-9e1b-ac11bca83f0b";"Creamy Dark";1
"9dc6ec77-3f7d-473b-9e1b-ac11bca83f0b";"Budweiser";2
"3a34cdb0-2025-4a77-80a5-c6ffabe116eb";"Tired Hands SaisonHands";3
"3a34cdb0-2025-4a77-80a5-c6ffabe116eb";"Bud";2
"2a46e72e-46cd-4031-b1c1-68e300b14ff0";"Wicked Weed Black Angel";3
"2a46e72e-46cd-4031-b1c1-68e300b14ff0";"French Fries";3
"2a46e72e-46cd-4031-b1c1-68e300b14ff0";"Burger Sliders";3
"2a46e72e-46cd-4031-b1c1-68e300b14ff0";"Holy Mountain Misere Au Borinage";1
"7ceec41f-905b-4da8-848e-9434570b1aa2";"Tired Hands SaisonHands";2
"7ceec41f-905b-4da8-848e-9434570b1aa2";"Extra Gold";1
"7ceec41f-905b-4da8-848e-9434570b1aa2";"Bud";3
"7ceec41f-905b-4da8-848e-9434570b1aa2";"Budweiser";2
"7ceec41f-905b-4da8-848e-9434570b1aa2";"Burger Sliders";1
"a94b58cf-d7b7-4623-a2ec-9f8279e3e470";"Fried Pickles";1
"a94b58cf-d7b7-4623-a2ec-9f8279e3e470";"Holy Mountain Misere Au Borinage";3
"a94b58cf-d7b7-4623-a2ec-9f8279e3e470";"Burger Sliders";1
"a94b58cf-d7b7-4623-a2ec-9f8279e3e470";"Tired Hands SaisonHands";3
"a94b58cf-d7b7-4623-a2ec-9f8279e3e470";"Creamy Dark";2
"74e53c20-9e05-4fa1-959a-122b27011d55";"ICEHOUSE";2
"74e53c20-9e05-4fa1-959a-122b27011d55";"Jalapeno Poppers";1
"74e53c20-9e05-4fa1-959a-122b27011d55";"Wicked Weed Black Angel";3
"74e53c20-9e05-4fa1-959a-122b27011d55";"Devils Backbone Vienna Lager";3
"74e53c20-9e05-4fa1-959a-122b27011d55";"Holy Mountain Misere Au Borinage";2
"44c02fa5-6802-428c-b98c-0d609be3b6f8";"ICEHOUSE";2
"44c02fa5-6802-428c-b98c-0d609be3b6f8";"Wicked Weed Black Angel";2
"44c02fa5-6802-428c-b98c-0d609be3b6f8";"Budweiser";3
"44c02fa5-6802-428c-b98c-0d609be3b6f8";"Holy Mountain Misere Au Borinage";1
"643acd27-2ffd-43df-9a39-e964c238582f";"ICEHOUSE";3
"643acd27-2ffd-43df-9a39-e964c238582f";"Holy Mountain Misere Au Borinage";1
"643acd27-2ffd-43df-9a39-e964c238582f";"Devils Backbone Vienna Lager";1
"643acd27-2ffd-43df-9a39-e964c238582f";"French Fries";1
"643acd27-2ffd-43df-9a39-e964c238582f";"Sauza Diablo";3
"59889850-5c96-4893-b8b9-045a4cad1da2";"Holy Mountain Misere Au Borinage";2
"59889850-5c96-4893-b8b9-045a4cad1da2";"Devils Backbone Vienna Lager";3
"59889850-5c96-4893-b8b9-045a4cad1da2";"Creamy Dark";3
"76af681e-c181-476e-8c81-d9c7e720135d";"Bud";3
"76af681e-c181-476e-8c81-d9c7e720135d";"Nachos";1
"76af681e-c181-476e-8c81-d9c7e720135d";"Devils Backbone Vienna Lager";2
"76af681e-c181-476e-8c81-d9c7e720135d";"Sauza Diablo";1
"76af681e-c181-476e-8c81-d9c7e720135d";"Extra Gold";2
"f4a722fe-e94b-49ab-b4c1-ffc1e5a379a2";"Tired Hands SaisonHands";1
"94d5d0bb-4c13-4715-a685-f957cdb669a0";"Fried Pickles";1
"94d5d0bb-4c13-4715-a685-f957cdb669a0";"Creamy Dark";3
"94d5d0bb-4c13-4715-a685-f957cdb669a0";"Holy Mountain Misere Au Borinage";3
"94d5d0bb-4c13-4715-a685-f957cdb669a0";"French Fries";3
"94d5d0bb-4c13-4715-a685-f957cdb669a0";"ICEHOUSE";3
"fe3c28db-0997-49ce-9ced-2aa0f6cf3d93";"Extra Gold";2
"fe3c28db-0997-49ce-9ced-2aa0f6cf3d93";"ICEHOUSE";1
"834f34c3-c6f1-4342-8b39-85558d95b4e0";"Nachos";3
"834f34c3-c6f1-4342-8b39-85558d95b4e0";"French Fries";1
"834f34c3-c6f1-4342-8b39-85558d95b4e0";"Budweiser";1
"834f34c3-c6f1-4342-8b39-85558d95b4e0";"Extra Gold";1
"ff195074-66da-428d-ba8a-8e8941c88310";"Bud";2
"cce5efc2-6bbd-46fd-9458-344278fe1c14";"Devils Backbone Vienna Lager";2
"780f1d3d-3aa8-4016-8398-e34dc1011388";"Burger Sliders";3
"780f1d3d-3aa8-4016-8398-e34dc1011388";"Fried Pickles";2
"780f1d3d-3aa8-4016-8398-e34dc1011388";"ICEHOUSE";2
"780f1d3d-3aa8-4016-8398-e34dc1011388";"French Fries";3
"780f1d3d-3aa8-4016-8398-e34dc1011388";"Budweiser";3
"ed679688-c273-4146-92e8-a5b4b51a79a8";"Fried Pickles";2
"ed679688-c273-4146-92e8-a5b4b51a79a8";"ICEHOUSE";2
"ed679688-c273-4146-92e8-a5b4b51a79a8";"Extra Gold";1
"3f005085-9346-46c7-849a-4000a768416e";"Wicked Weed Black Angel";1
"7b0ecc5b-bf9a-44d6-8c18-18b68794b6dc";"Tired Hands SaisonHands";3
"7b0ecc5b-bf9a-44d6-8c18-18b68794b6dc";"Burial Griddle";2
"2c79234e-49e2-4600-8259-15c0695d1f44";"Nachos";1
"2c79234e-49e2-4600-8259-15c0695d1f44";"ICEHOUSE";1
"2c79234e-49e2-4600-8259-15c0695d1f44";"Burial Griddle";3
"2c79234e-49e2-4600-8259-15c0695d1f44";"French Fries";2
"2c79234e-49e2-4600-8259-15c0695d1f44";"Holy Mountain Misere Au Borinage";2
"0b874d81-d9bf-4cae-acfc-20ef4d48fd22";"Creamy Dark";1
"666b1253-a067-4cdb-a218-78dc6064ba8e";"Wicked Weed Black Angel";2
"666b1253-a067-4cdb-a218-78dc6064ba8e";"Nachos";3
"666b1253-a067-4cdb-a218-78dc6064ba8e";"Holy Mountain Misere Au Borinage";3
"666b1253-a067-4cdb-a218-78dc6064ba8e";"Jalapeno Poppers";1
"e839b9d4-72cc-4d9a-ab28-0fb7b8e7d14f";"Budweiser";2
"18a0e770-73e9-47c7-baad-86931411cbb8";"Wicked Weed Black Angel";3
"18a0e770-73e9-47c7-baad-86931411cbb8";"Budweiser";3
"18a0e770-73e9-47c7-baad-86931411cbb8";"Holy Mountain Misere Au Borinage";1
"18a0e770-73e9-47c7-baad-86931411cbb8";"Bud";2
"32ffd4d2-5305-44f6-8c3a-cfc34bae0927";"Burger Sliders";3
"32ffd4d2-5305-44f6-8c3a-cfc34bae0927";"Fried Pickles";2
"32ffd4d2-5305-44f6-8c3a-cfc34bae0927";"Tired Hands SaisonHands";1
"1e8f8510-323a-4013-b06c-4689bc71f2a1";"Sauza Diablo";2
"ac1614ba-c8d3-4550-8e73-6007b09c5a85";"French Fries";1
"ac1614ba-c8d3-4550-8e73-6007b09c5a85";"Holy Mountain Misere Au Borinage";2
"aac3782a-9846-45dd-8a78-696ac529f5f8";"Fried Pickles";1
"aac3782a-9846-45dd-8a78-696ac529f5f8";"Tired Hands SaisonHands";3
"397876b9-1a36-4b38-97f9-35fb4e5237fa";"Nachos";2
"397876b9-1a36-4b38-97f9-35fb4e5237fa";"French Fries";1
"14c86d9e-8b60-41b4-9316-8bbc63c81594";"Nachos";1
"14c86d9e-8b60-41b4-9316-8bbc63c81594";"Fried Pickles";2
"14c86d9e-8b60-41b4-9316-8bbc63c81594";"Tired Hands SaisonHands";2
"14c86d9e-8b60-41b4-9316-8bbc63c81594";"Holy Mountain Misere Au Borinage";3
"4c4a3213-6b2d-4fc8-8d48-213b44c13cb9";"Tired Hands SaisonHands";1
"4c4a3213-6b2d-4fc8-8d48-213b44c13cb9";"Jalapeno Poppers";3
"4c4a3213-6b2d-4fc8-8d48-213b44c13cb9";"French Fries";2
"4c4a3213-6b2d-4fc8-8d48-213b44c13cb9";"Wicked Weed Black Angel";2
"ef246964-09c6-474d-b2df-865f085c4a8b";"Holy Mountain Misere Au Borinage";2
"a3c6e9dd-a384-4a6a-8bbf-105f786fef88";"Holy Mountain Misere Au Borinage";1
"a3c6e9dd-a384-4a6a-8bbf-105f786fef88";"Tired Hands SaisonHands";3
"a3c6e9dd-a384-4a6a-8bbf-105f786fef88";"Jalapeno Poppers";2
"8e05ccbb-5864-43a5-a03d-82d912df59ab";"Burial Griddle";2
"8e05ccbb-5864-43a5-a03d-82d912df59ab";"Bud";3
"8e05ccbb-5864-43a5-a03d-82d912df59ab";"Extra Gold";2
"8e05ccbb-5864-43a5-a03d-82d912df59ab";"French Fries";3
"8e05ccbb-5864-43a5-a03d-82d912df59ab";"Creamy Dark";3
"25a98bae-f9d5-46b0-ae29-c3338183278f";"ICEHOUSE";2
"25a98bae-f9d5-46b0-ae29-c3338183278f";"Tired Hands SaisonHands";1
"25a98bae-f9d5-46b0-ae29-c3338183278f";"Devils Backbone Vienna Lager";2
"25a98bae-f9d5-46b0-ae29-c3338183278f";"Burial Griddle";2
"bcba40e9-de88-423e-866d-f6d6705edaeb";"Burial Griddle";3
"bcba40e9-de88-423e-866d-f6d6705edaeb";"French Fries";2
"903c468b-1b8c-46f7-bbe7-50d9c7e7fa84";"Budweiser";1
"903c468b-1b8c-46f7-bbe7-50d9c7e7fa84";"Devils Backbone Vienna Lager";2
"903c468b-1b8c-46f7-bbe7-50d9c7e7fa84";"Wicked Weed Black Angel";3
"903c468b-1b8c-46f7-bbe7-50d9c7e7fa84";"Burger Sliders";1
"c04919a9-ce49-4164-8a9e-62840fde3bc4";"French Fries";1
"c04919a9-ce49-4164-8a9e-62840fde3bc4";"Jalapeno Poppers";1
"c04919a9-ce49-4164-8a9e-62840fde3bc4";"Sauza Diablo";3
"63896d67-4b0c-4868-8022-6f2e0130ac85";"Budweiser";1
"63896d67-4b0c-4868-8022-6f2e0130ac85";"Sauza Diablo";2
"63896d67-4b0c-4868-8022-6f2e0130ac85";"Burial Griddle";3
"63896d67-4b0c-4868-8022-6f2e0130ac85";"French Fries";1
"39073b11-d6c7-407e-a946-0f582f90deed";"Tired Hands SaisonHands";1
"39073b11-d6c7-407e-a946-0f582f90deed";"Extra Gold";3
"39073b11-d6c7-407e-a946-0f582f90deed";"Wicked Weed Black Angel";1
"39073b11-d6c7-407e-a946-0f582f90deed";"Sauza Diablo";2
"6fe27685-cfa4-4fb7-95c3-a40df2c4e5f9";"Fried Pickles";2
"6fe27685-cfa4-4fb7-95c3-a40df2c4e5f9";"Tired Hands SaisonHands";3
"6fe27685-cfa4-4fb7-95c3-a40df2c4e5f9";"Burger Sliders";3
"727a7ba9-8970-4ece-b477-3f318e4e33a0";"Creamy Dark";1
"727a7ba9-8970-4ece-b477-3f318e4e33a0";"Tired Hands SaisonHands";2
"727a7ba9-8970-4ece-b477-3f318e4e33a0";"Sauza Diablo";3
"727a7ba9-8970-4ece-b477-3f318e4e33a0";"Burger Sliders";1
"91579157-fb19-473e-867b-a4314ec0bced";"ICEHOUSE";3
"91579157-fb19-473e-867b-a4314ec0bced";"Sauza Diablo";1
"29ac3c75-4b64-430c-9fcf-a0656e218064";"ICEHOUSE";1
"18c6fb03-506a-4967-abda-96ffe8bde154";"Budweiser";2
"18c6fb03-506a-4967-abda-96ffe8bde154";"Bud";3
"18c6fb03-506a-4967-abda-96ffe8bde154";"Creamy Dark";2
"18c6fb03-506a-4967-abda-96ffe8bde154";"Fried Pickles";1
"f9215caa-c22b-4677-bb55-bb77be3e45c4";"Extra Gold";3
"7c54d3c2-c969-4667-b069-6cc96a70b6e5";"Bud";1
"7c54d3c2-c969-4667-b069-6cc96a70b6e5";"Budweiser";1
"7c54d3c2-c969-4667-b069-6cc96a70b6e5";"Sauza Diablo";1
"248103f2-c708-4f7a-98ec-e9a49e50c0ac";"Devils Backbone Vienna Lager";3
"248103f2-c708-4f7a-98ec-e9a49e50c0ac";"Budweiser";2
"248103f2-c708-4f7a-98ec-e9a49e50c0ac";"French Fries";3
"248103f2-c708-4f7a-98ec-e9a49e50c0ac";"Jalapeno Poppers";2
"248103f2-c708-4f7a-98ec-e9a49e50c0ac";"Creamy Dark";3
"5c3a81b2-30eb-4106-b0af-92e5c7c8da57";"Holy Mountain Misere Au Borinage";2
"5c3a81b2-30eb-4106-b0af-92e5c7c8da57";"Fried Pickles";2
"5c3a81b2-30eb-4106-b0af-92e5c7c8da57";"Bud";1
"7eed5364-c68a-49ac-85c3-b612f0c489d1";"Bud";2
"7eed5364-c68a-49ac-85c3-b612f0c489d1";"Creamy Dark";3
"7eed5364-c68a-49ac-85c3-b612f0c489d1";"Sauza Diablo";1
"2430fb70-9974-4a19-8d30-4eeb7af4eefe";"Fried Pickles";2
"2430fb70-9974-4a19-8d30-4eeb7af4eefe";"Jalapeno Poppers";2
"15989f1b-7918-4f52-9db5-ef8aea4f6c47";"Creamy Dark";3
"15989f1b-7918-4f52-9db5-ef8aea4f6c47";"Sauza Diablo";1
"15989f1b-7918-4f52-9db5-ef8aea4f6c47";"French Fries";2
"15989f1b-7918-4f52-9db5-ef8aea4f6c47";"Holy Mountain Misere Au Borinage";2
"6e7758c0-5060-4588-8339-cf4c7f4e18be";"Holy Mountain Misere Au Borinage";3
"41ff717e-47d9-440a-9d5c-8dd1761ba72b";"Holy Mountain Misere Au Borinage";1
"41ff717e-47d9-440a-9d5c-8dd1761ba72b";"Wicked Weed Black Angel";1
"41ff717e-47d9-440a-9d5c-8dd1761ba72b";"Sauza Diablo";3
"41ff717e-47d9-440a-9d5c-8dd1761ba72b";"Tired Hands SaisonHands";1
"ed816662-c81a-4089-8cb1-aa979eea2ddb";"Holy Mountain Misere Au Borinage";1
"ed816662-c81a-4089-8cb1-aa979eea2ddb";"Burger Sliders";3
"ed816662-c81a-4089-8cb1-aa979eea2ddb";"Fried Pickles";2
"ed816662-c81a-4089-8cb1-aa979eea2ddb";"Bud";1
"b767ab8d-7a96-4145-b300-10f77987919b";"Budweiser";2
"b767ab8d-7a96-4145-b300-10f77987919b";"French Fries";3
"0e30fcda-4798-4740-b8c3-87f0e62b7440";"Bud";2
"0e30fcda-4798-4740-b8c3-87f0e62b7440";"Jalapeno Poppers";3
"0e30fcda-4798-4740-b8c3-87f0e62b7440";"Extra Gold";2
"4fcc7a07-230b-41da-a9e7-9b610390f0e9";"Shrimp Cocktail";3
"4fcc7a07-230b-41da-a9e7-9b610390f0e9";"Popcorn";1
"4fcc7a07-230b-41da-a9e7-9b610390f0e9";"Original Premium";3
"4fcc7a07-230b-41da-a9e7-9b610390f0e9";"Original Premium Lager";2
"4fcc7a07-230b-41da-a9e7-9b610390f0e9";"Pizza";3
"51daa19a-7a40-4e2b-bdf7-2fbf49377fae";"Original Premium Lager";3
"51daa19a-7a40-4e2b-bdf7-2fbf49377fae";"Disco Fries";2
"51daa19a-7a40-4e2b-bdf7-2fbf49377fae";"Pizza";3
"51daa19a-7a40-4e2b-bdf7-2fbf49377fae";"Popcorn";1
"3374e719-b9ff-4077-aa76-e5d8c5ec1f16";"Shrimp Cocktail";1
"3374e719-b9ff-4077-aa76-e5d8c5ec1f16";"Disco Fries";3
"3374e719-b9ff-4077-aa76-e5d8c5ec1f16";"Zima";3
"3374e719-b9ff-4077-aa76-e5d8c5ec1f16";"Onion Rings";1
"3374e719-b9ff-4077-aa76-e5d8c5ec1f16";"Quesadillas";1
"af52d3ee-fb0e-4eeb-8a60-48a78a3734f2";"Zima";1
"29a792d3-658c-47c3-b739-ce1cf92e3055";"Jalapeno Poppers";3
"29a792d3-658c-47c3-b739-ce1cf92e3055";"Sauza Diablo";3
"29a792d3-658c-47c3-b739-ce1cf92e3055";"Bell's Two-Hearted Ale";1
"29a792d3-658c-47c3-b739-ce1cf92e3055";"Zima";2
"dd61e48d-a272-46e7-af9a-0eab669388a9";"Popcorn";1
"dd61e48d-a272-46e7-af9a-0eab669388a9";"Pizza";3
"dd61e48d-a272-46e7-af9a-0eab669388a9";"Marz Diliner Weisse";1
"dd61e48d-a272-46e7-af9a-0eab669388a9";"Sauza Diablo";2
"dd61e48d-a272-46e7-af9a-0eab669388a9";"Jalapeno Poppers";3
"a37dfde7-dac1-4986-87bd-a692c335c438";"Popcorn";1
"a37dfde7-dac1-4986-87bd-a692c335c438";"Bell's Two-Hearted Ale";3
"a37dfde7-dac1-4986-87bd-a692c335c438";"Quesadillas";3
"a37dfde7-dac1-4986-87bd-a692c335c438";"Original Premium";3
"55b76cdd-4e56-4ae9-aa4f-c0732e939dc6";"Disco Fries";2
"55b76cdd-4e56-4ae9-aa4f-c0732e939dc6";"Bell's Two-Hearted Ale";2
"bef214ef-585d-4bda-a8e4-1a4206d1ad8a";"Summit Extra Pale Ale";3
"bef214ef-585d-4bda-a8e4-1a4206d1ad8a";"Cheese Fries";2
"ff81a3dd-4a89-449c-9e83-83a1dbb65a9a";"Sauza Diablo";3
