bar;item;price
Indigo Joe's Sports Pub & Bar;Michelob Golden Draft;8.34
Indigo Joe's Sports Pub & Bar;Holy Mountain Misere Au Borinage;8.56
Indigo Joe's Sports Pub & Bar;Original Premium Lager;9.36
Indigo Joe's Sports Pub & Bar;Deviled Eggs;11.36
Indigo Joe's Sports Pub & Bar;Jalapeno Poppers;12.26
Indigo Joe's Sports Pub & Bar;Pizza;12.47
Indigo Joe's Sports Pub & Bar;Burger Sliders;12.64
Indigo Joe's Sports Pub & Bar;Fried Pickles;12.75
Indigo Joe's Sports Pub & Bar;Hot Dogs;13.01
Indigo Joe's Sports Pub & Bar;Nachos;14.43
Industry Bar Code Alliance;Hefeweizen;5.57
Industry Bar Code Alliance;ICEHOUSE;5.79
Industry Bar Code Alliance;Michelob Amber Bock;5.94
Industry Bar Code Alliance;Trilliul Vicinity;6.1
Industry Bar Code Alliance;Melvin 2x4 Double IPA;7.04
Industry Bar Code Alliance;J. Wakefield Miami Madness;7.49
Industry Bar Code Alliance;Wicked Weed Black Angel;7.51
Industry Bar Code Alliance;Stolichnaya Citrona;7.89
Industry Bar Code Alliance;New Belgium La Folie;7.99
Industry Bar Code Alliance;Bell's Two-Hearted Ale;8.12
Industry Bar Code Alliance;Bud;8.87
Industry Bar Code Alliance;Dogfish SeaQuench;9.11
Industry Bar Code Alliance;Hefeweizen Doppelbock;9.19
Industry Bar Code Alliance;Live Oak Hefeweizen;9.33
Industry Bar Code Alliance;Allagash White;9.6
Industry Bar Code Alliance;Zima;9.66
Industry Bar Code Alliance;Original Premium Lager;9.92
Industry Bar Code Alliance;Moonlight Death and Taxes;9.97
Industry Bar Code Alliance;Deviled Eggs;11.24
Industry Bar Code Alliance;Roasted Cauliflower;11.94
Industry Bar Code Alliance;Burger Sliders;12.85
Industry Bar Code Alliance;Chilli;12.9
Industry Bar Code Alliance;Mozzarella Sticks;12.93
Industry Bar Code Alliance;Cheese Fries;12.95
Industry Bar Code Alliance;Quesadillas;13.31
Industry Bar Code Alliance;Soft Pretzel;14.72
Inn Zone;Southpaw Light;5.66
Inn Zone;Michelob Amber Bock;5.7
Inn Zone;Sauza Diablo;6.81
Inn Zone;Summit Extra Pale Ale;6.93
Inn Zone;J. Wakefield Miami Madness;8.16
Inn Zone;New Belgium La Folie;8.21
Inn Zone;Marz Diliner Weisse;8.56
Inn Zone;Bell's Two-Hearted Ale;8.62
Inn Zone;Hefeweizen Doppelbock;8.62
Inn Zone;Live Oak Hefeweizen;8.79
Inn Zone;Grimm Afterimage;8.89
Inn Zone;Zima Citrus;9.15
Inn Zone;Original Premium Lager;9.75
Inn Zone;Extra Gold;9.83
Inn Zone;Moonlight Death and Taxes;9.93
Inn Zone;Jalapeno Poppers;10.16
Inn Zone;Disco Fries;11.25
Inn Zone;Artichoke Dip;12.16
Inn Zone;Pigs in a Blanket;12.16
Inn Zone;Mozzarella Sticks;12.55
Inn Zone;Buffalo Wings;13.41
Inn Zone;Hot Dogs;14.45
Jack's Tavern;Michelob Golden Draft Light;5.15
Jack's Tavern;Killian's;7.64
Jack's Tavern;Devils Backbone Vienna Lager;8.1
Jack's Tavern;Dogfish SeaQuench;8.32
Jack's Tavern;Hefeweizen Doppelbock;8.37
Jack's Tavern;Chuckanut Kolsch Style;9.1
Jack's Tavern;Deviled Eggs;12.07
Jack's Tavern;Disco Fries;12.19
Jack's Tavern;Sloppy Joe;12.29
Jack's Tavern;Chilli;12.79
Jack's Tavern;Hot Dogs;12.98
Jack's Tavern;Nachos;13.1
Jack's Tavern;Quesadillas;13.49
Jack's Tavern;Soft Pretzel;14.09
Jazid;Hefeweizen;5.11
Jazid;Original Premium;5.56
Jazid;Sauza Diablo;5.65
Jazid;Carton Boat Beer;5.77
Jazid;Blue Moon;6.14
Jazid;Marz Diliner Weisse;7.04
Jazid;Dogfish SeaQuench;7.57
Jazid;Michelob Golden Draft;7.77
Jazid;Grimm Afterimage;8.04
Jazid;Russian River STS;8.19
Jazid;Zima;9.52
Jazid;Chuckanut Kolsch Style;9.81
Jazid;French Fries;10.09
Jazid;Artichoke Dip;10.42
Jazid;Burger Sliders;10.68
Jazid;Chilli;12.45
Jazid;Pigs in a Blanket;13.15
Jazid;Buffalo Wings;13.33
Jazid;Nachos;14.78
Jesus Our Savior;ICEHOUSE;5.97
Jesus Our Savior;Sun King Afternoon Delight;6.46
Jesus Our Savior;Bell's Two-Hearted Ale;9.47
Jesus Our Savior;Michelob Golden Draft;9.54
Jesus Our Savior;Moonlight Death and Taxes;9.91
Jesus Our Savior;Deviled Eggs;10.04
Jesus Our Savior;Shrimp Cocktail;10.6
Jesus Our Savior;Burger Sliders;11.59
Jesus Our Savior;Hot Dogs;11.6
Jesus Our Savior;Soft Pretzel;14.16
Jukebox;Summit Extra Pale Ale;5.35
Jukebox;Toppling Goliath King Sue;6.63
Jukebox;Bud;7.53
Jukebox;Dogfish SeaQuench;8.18
Jukebox;Zima Citrus;9.12
Jukebox;Extra Gold;9.75
Jukebox;Disco Fries;10.6
Jukebox;Roasted Cauliflower;10.67
Jukebox;Artichoke Dip;11.33
Jukebox;Sloppy Joe;11.71
Jukebox;Chilli;11.8
Jukebox;Pigs in a Blanket;13.54
Jukebox;Buffalo Wings;13.69
Jukebox;Onion Rings;14.04
Jukebox;Nachos;14.18
Julie's;Michelob Amber Bock;5.2
Julie's;New Glarus Berliner Weiss;5.24
Julie's;Original Premium;5.64
Julie's;Sauza Diablo;6.45
Julie's;Trilliul Vicinity;6.62
Julie's;Summit Extra Pale Ale;6.95
Julie's;Toppling Goliath King Sue;6.98
Julie's;J. Wakefield Miami Madness;7.01
Julie's;Stolichnaya Citrona;8.0
Julie's;Blue Moon;8.25
Julie's;New Belgium La Folie;8.37
Julie's;Lion Bridge Compensation;8.41
Julie's;Devils Backbone Vienna Lager;8.7
Julie's;Dogfish SeaQuench;8.86
Julie's;Russian River STS;9.12
Julie's;Zima Citrus;9.24
Julie's;Popcorn;10.84
Julie's;Maple-Glazed Peanuts;11.08
Julie's;Pigs in a Blanket;11.6
Julie's;Fried Pickles;12.16
Julie's;Quesadillas;12.95
Julie's;Soft Pretzel;13.2
Jungle;Hefeweizen;5.04
Jungle;ICEHOUSE;6.35
Jungle;Suarez Family Palatine Pils;6.4
Jungle;Michelob Amber Bock;6.77
Jungle;Original Premium;7.17
Jungle;Melvin 2x4 Double IPA;7.24
Jungle;Stolichnaya Citrona;7.25
Jungle;Original Premium Lager Dog;7.93
Jungle;Bell's Two-Hearted Ale;8.41
Jungle;Killian's;9.37
Jungle;Devils Backbone Vienna Lager;9.4
Jungle;Grimm Afterimage;9.55
Jungle;Maple-Glazed Peanuts;10.14
Jungle;Roasted Cauliflower;10.59
Jungle;Sloppy Joe;10.81
Jungle;Chilli;11.02
Jungle;Fried Pickles;11.7
Jungle;Cheese Fries;12.65
Jungle;Buffalo Wings;14.14
Jungle;Quesadillas;14.58
Jungle;Soft Pretzel;14.73
Just One More;ICEHOUSE;5.82
Just One More;New Glarus Berliner Weiss;6.22
Just One More;Trilliul Vicinity;6.32
Just One More;Carton Boat Beer;7.21
Just One More;Original Premium Lager Dog;7.23
Just One More;New Belgium La Folie;7.35
Just One More;Bell's Two-Hearted Ale;7.5
Just One More;Lion Bridge Compensation;8.0
Just One More;Devils Backbone Vienna Lager;8.06
Just One More;Dogfish SeaQuench;8.32
Just One More;Grimm Afterimage;8.97
Just One More;Russian River STS;9.04
Just One More;Chuckanut Kolsch Style;9.33
Just One More;Budweiser;9.99
Just One More;Jalapeno Poppers;10.32
Just One More;Pizza;11.3
Just One More;Burger Sliders;12.07
Just One More;Buffalo Wings;13.83
Just One More;Onion Rings;14.02
Just One More;Soft Pretzel;14.18
Kalahari Bar;Hefeweizen;5.01
Kalahari Bar;Michelob Amber Bock;6.05
Kalahari Bar;Carton Boat Beer;6.24
Kalahari Bar;Summit Extra Pale Ale;6.65
Kalahari Bar;Creamy Dark;7.51
Kalahari Bar;Original Premium Lager Dog;7.52
Kalahari Bar;Sun King Afternoon Delight;7.9
Kalahari Bar;Marz Diliner Weisse;8.84
Kalahari Bar;Bell's Two-Hearted Ale;9.21
Kalahari Bar;Lion Bridge Compensation;9.32
Kalahari Bar;Michelob Golden Draft;9.5
Kalahari Bar;Burial Griddle;9.92
Kalahari Bar;Potato Skins;10.05
Kalahari Bar;Maple-Glazed Peanuts;10.12
Kalahari Bar;Disco Fries;10.67
Kalahari Bar;Pizza;10.96
Kalahari Bar;Artichoke Dip;11.61
Kalahari Bar;Chilli;11.84
Kalahari Bar;Fried Pickles;12.62
Kalahari Bar;Cheese Fries;13.2
Kalahari Bar;Hot Dogs;14.3
Kalahari Bar;Nachos;14.38
Kamron Kirkconnell;Hefeweizen;5.07
Kamron Kirkconnell;Southpaw Light;5.19
Kamron Kirkconnell;Michelob ULTRA;5.4
Kamron Kirkconnell;Suarez Family Palatine Pils;5.55
Kamron Kirkconnell;Michelob Amber Bock;5.72
Kamron Kirkconnell;New Glarus Berliner Weiss;5.81
Kamron Kirkconnell;The Bruery Mocha Wednesday;5.94
Kamron Kirkconnell;Tired Hands SaisonHands;6.52
Kamron Kirkconnell;Melvin 2x4 Double IPA;6.58
Kamron Kirkconnell;Toppling Goliath King Sue;6.67
Kamron Kirkconnell;Creamy Dark;6.8
Kamron Kirkconnell;Michelob Golden Draft Light;7.23
Kamron Kirkconnell;Original Premium Lager Dog;7.3
Kamron Kirkconnell;Bud;7.54
Kamron Kirkconnell;Devils Backbone Vienna Lager;8.4
Kamron Kirkconnell;Michelob Golden Draft;8.62
Kamron Kirkconnell;Burial Griddle;8.8
Kamron Kirkconnell;Chuckanut Kolsch Style;8.86
Kamron Kirkconnell;Zima Citrus;9.43
Kamron Kirkconnell;Budweiser;9.72
Kamron Kirkconnell;Potato Skins;11.63
Kamron Kirkconnell;French Fries;11.66
Kamron Kirkconnell;Popcorn;11.8
Kamron Kirkconnell;Disco Fries;13.7
Kamron Kirkconnell;Burger Sliders;14.45
Kamron Kirkconnell;Cheese Fries;14.59
Kamron Kirkconnell;Soft Pretzel;14.64
Keegan's Pub;Carton Boat Beer;6.28
Keegan's Pub;Creamy Dark;6.88
Keegan's Pub;Michelob Golden Draft Light;7.07
Keegan's Pub;Blue Moon;9.36
Keegan's Pub;Killian's;9.99
Keegan's Pub;French Fries;10.26
Keegan's Pub;Pizza;10.7
Keegan's Pub;Burger Sliders;11.05
Keegan's Pub;Pigs in a Blanket;11.21
Keegan's Pub;Mozzarella Sticks;11.53
Keegan's Pub;Buffalo Wings;12.94
Keegan's Pub;Hot Wings;13.19
Keegan's Pub;Hot Dogs;14.36
Keegan's Pub;Quesadillas;14.95
Keller International Pubg LLC;The Bruery Mocha Wednesday;5.86
Keller International Pubg LLC;Melvin 2x4 Double IPA;6.31
Keller International Pubg LLC;Bell's Two-Hearted Ale;6.54
Keller International Pubg LLC;Russian River STS;7.62
Keller International Pubg LLC;Zima;9.35
Keller International Pubg LLC;Potato Skins;11.4
Keller International Pubg LLC;Popcorn;13.09
Keller International Pubg LLC;Deviled Eggs;13.44
Keller International Pubg LLC;Pizza;14.5
Keller International Pubg LLC;Chilli;14.54
Kelly's Irish Saloon;Southpaw Light;5.0
Kelly's Irish Saloon;Michelob ULTRA;5.18
Kelly's Irish Saloon;The Bruery Mocha Wednesday;5.38
Kelly's Irish Saloon;Toppling Goliath King Sue;5.69
Kelly's Irish Saloon;Wicked Weed Black Angel;5.74
Kelly's Irish Saloon;Stolichnaya Citrona;5.8
Kelly's Irish Saloon;Killian's;5.95
Kelly's Irish Saloon;Bud;6.05
Kelly's Irish Saloon;Dogfish SeaQuench;6.88
Kelly's Irish Saloon;Hefeweizen Doppelbock;7.24
Kelly's Irish Saloon;Michelob Golden Draft;7.36
Kelly's Irish Saloon;Grimm Afterimage;7.43
Kelly's Irish Saloon;Port Brewing Board Meeting;7.48
Kelly's Irish Saloon;Holy Mountain Misere Au Borinage;8.78
Kelly's Irish Saloon;Burial Griddle;9.51
Kelly's Irish Saloon;Original Premium Lager;9.88
Kelly's Irish Saloon;Budweiser;9.97
Kelly's Irish Saloon;Popcorn;11.89
Kelly's Irish Saloon;Pizza;12.66
Kelly's Irish Saloon;Hot Wings;13.44
Kelly's Irish Saloon;Onion Rings;14.0
Kelly's Irish Saloon;Quesadillas;14.86
Kelly's Tavern;ICEHOUSE;5.27
Kelly's Tavern;Southpaw Light;5.77
Kelly's Tavern;Original Premium;5.77
Kelly's Tavern;Melvin 2x4 Double IPA;5.84
Kelly's Tavern;Wicked Weed Black Angel;5.99
Kelly's Tavern;Stolichnaya Citrona;6.0
Kelly's Tavern;Sun King Afternoon Delight;6.16
Kelly's Tavern;Marz Diliner Weisse;7.14
Kelly's Tavern;Bud;7.37
Kelly's Tavern;Live Oak Hefeweizen;7.46
Kelly's Tavern;Allagash White;7.47
Kelly's Tavern;Russian River STS;7.66
Kelly's Tavern;Holy Mountain Misere Au Borinage;7.75
Kelly's Tavern;Chuckanut Kolsch Style;8.47
Kelly's Tavern;Zima Citrus;9.51
Kelly's Tavern;Original Premium Lager;9.52
Kelly's Tavern;Extra Gold;9.65
Kelly's Tavern;Popcorn;10.55
Kelly's Tavern;Deviled Eggs;11.31
Kelly's Tavern;Maple-Glazed Peanuts;11.63
Kelly's Tavern;Disco Fries;11.82
Kelly's Tavern;Burger Sliders;11.85
Kelly's Tavern;Chilli;12.17
Kelly's Tavern;Pigs in a Blanket;12.63
Kelly's Tavern;Mozzarella Sticks;13.06
Kelly's Tavern;Cheese Fries;13.21
Kelly's Tavern;Nachos;13.52
Kelly's Westport Inn;Southpaw Light;5.1
Kelly's Westport Inn;New Glarus Berliner Weiss;5.11
Kelly's Westport Inn;Carton Boat Beer;5.56
Kelly's Westport Inn;Wicked Weed Black Angel;6.91
Kelly's Westport Inn;Stolichnaya Citrona;8.03
Kelly's Westport Inn;Blue Moon;8.04
Kelly's Westport Inn;Bell's Two-Hearted Ale;8.06
Kelly's Westport Inn;Dogfish SeaQuench;8.2
Kelly's Westport Inn;Hefeweizen Doppelbock;8.26
Kelly's Westport Inn;Port Brewing Board Meeting;8.75
Kelly's Westport Inn;Chuckanut Kolsch Style;9.2
Kelly's Westport Inn;Zima Citrus;9.31
Kelly's Westport Inn;Extra Gold;9.47
Kelly's Westport Inn;Moonlight Death and Taxes;9.52
Kelly's Westport Inn;Potato Skins;10.08
Kelly's Westport Inn;Disco Fries;11.53
Kelly's Westport Inn;Burger Sliders;12.49
Kelly's Westport Inn;Mozzarella Sticks;14.07
Kelly's Westport Inn;Onion Rings;14.17
Kelly's Westport Inn;Hot Dogs;14.27
Kelly's Westport Inn;Nachos;14.55
Kickers Country Club;ICEHOUSE;5.0
Kickers Country Club;Southpaw Light;5.41
Kickers Country Club;Michelob ULTRA;5.45
Kickers Country Club;New Glarus Berliner Weiss;5.53
Kickers Country Club;Carton Boat Beer;6.2
Kickers Country Club;Creamy Dark;6.27
Kickers Country Club;Original Premium Lager Dog;6.94
Kickers Country Club;Lion Bridge Compensation;7.11
Kickers Country Club;Bud;7.35
Kickers Country Club;Devils Backbone Vienna Lager;7.92
Kickers Country Club;Dogfish SeaQuench;8.14
Kickers Country Club;Michelob Golden Draft;8.21
Kickers Country Club;Grimm Afterimage;8.56
Kickers Country Club;Original Premium Lager;9.35
Kickers Country Club;Budweiser;9.57
Kickers Country Club;Moonlight Death and Taxes;9.96
Kickers Country Club;Popcorn;11.45
Kickers Country Club;Jalapeno Poppers;12.02
Kickers Country Club;Disco Fries;13.15
Kickers Country Club;Pizza;13.37
Kickers Country Club;Artichoke Dip;14.82
Kickers Country Club;Nachos;14.98
Kitchen K;ICEHOUSE;5.06
Kitchen K;New Glarus Berliner Weiss;5.31
Kitchen K;Original Premium;5.43
Kitchen K;The Bruery Mocha Wednesday;5.65
Kitchen K;Sauza Diablo;6.01
Kitchen K;Summit Extra Pale Ale;6.21
Kitchen K;Toppling Goliath King Sue;6.35
Kitchen K;New Belgium La Folie;6.9
Kitchen K;Killian's;6.94
Kitchen K;Dogfish SeaQuench;7.43
Kitchen K;Live Oak Hefeweizen;7.81
Kitchen K;Michelob Golden Draft;7.88
Kitchen K;Grimm Afterimage;7.92
Kitchen K;Russian River STS;8.16
Kitchen K;Holy Mountain Misere Au Borinage;8.22
Kitchen K;Burial Griddle;8.48
Kitchen K;Zima;8.67
Kitchen K;Chuckanut Kolsch Style;8.83
Kitchen K;Zima Citrus;9.11
Kitchen K;Moonlight Death and Taxes;9.43
Kitchen K;Deviled Eggs;10.92
Kitchen K;Maple-Glazed Peanuts;11.05
Kitchen K;Artichoke Dip;12.07
Kitchen K;Pigs in a Blanket;12.46
Kitchen K;Mozzarella Sticks;12.57
Kitchen K;Buffalo Wings;12.97
Kitchen K;Hot Wings;13.12
Kitchen K;Quesadillas;14.53
Kitchen K;Soft Pretzel;14.61
Kyle Johnson;ICEHOUSE;5.04
Kyle Johnson;Michelob ULTRA;5.12
Kyle Johnson;Brooklyn Bel Air Sour;5.16
Kyle Johnson;The Bruery Mocha Wednesday;5.41
Kyle Johnson;Melvin 2x4 Double IPA;7.49
Kyle Johnson;Original Premium Lager Dog;7.68
Kyle Johnson;Michelob Golden Draft;8.29
Kyle Johnson;Zima Citrus;9.15
Kyle Johnson;Original Premium Lager;9.57
Kyle Johnson;Potato Skins;10.65
Kyle Johnson;Maple-Glazed Peanuts;12.56
Kyle Johnson;Shrimp Cocktail;13.14
Kyle Johnson;Fried Pickles;13.72
Kyle Johnson;Nachos;14.17
Lamplighter Inn;Michelob ULTRA;5.01
Lamplighter Inn;Sauza Diablo;5.99
Lamplighter Inn;J. Wakefield Miami Madness;6.02
Lamplighter Inn;Michelob Golden Draft Light;6.33
Lamplighter Inn;Wicked Weed Black Angel;6.46
Lamplighter Inn;Marz Diliner Weisse;6.78
Lamplighter Inn;Bell's Two-Hearted Ale;6.92
Lamplighter Inn;Lion Bridge Compensation;7.22
Lamplighter Inn;Dogfish SeaQuench;7.59
Lamplighter Inn;Allagash White;7.81
Lamplighter Inn;Michelob Golden Draft;7.93
Lamplighter Inn;Port Brewing Board Meeting;8.1
Lamplighter Inn;Russian River STS;8.48
Lamplighter Inn;Original Premium Lager;9.89
Lamplighter Inn;Budweiser;9.93
Lamplighter Inn;French Fries;10.43
Lamplighter Inn;Maple-Glazed Peanuts;11.12
Lamplighter Inn;Sloppy Joe;11.35
Lamplighter Inn;Fried Pickles;12.02
Lamplighter Inn;Cheese Fries;12.77
Lamplighter Inn;Buffalo Wings;14.02
Lamplighter Inn;Hot Dogs;14.91
LAS VEGAS BAR LIQUOR;New Glarus Berliner Weiss;6.62
LAS VEGAS BAR LIQUOR;Original Premium;6.88
LAS VEGAS BAR LIQUOR;Sauza Diablo;7.08
LAS VEGAS BAR LIQUOR;Trilliul Vicinity;7.14
LAS VEGAS BAR LIQUOR;Tired Hands SaisonHands;7.68
LAS VEGAS BAR LIQUOR;Michelob Golden Draft Light;7.88
LAS VEGAS BAR LIQUOR;Wicked Weed Black Angel;8.26
LAS VEGAS BAR LIQUOR;Stolichnaya Citrona;8.52
LAS VEGAS BAR LIQUOR;Sun King Afternoon Delight;8.61
LAS VEGAS BAR LIQUOR;Bud;8.85
LAS VEGAS BAR LIQUOR;Devils Backbone Vienna Lager;8.96
LAS VEGAS BAR LIQUOR;Zima Citrus;9.27
LAS VEGAS BAR LIQUOR;Original Premium Lager;9.35
LAS VEGAS BAR LIQUOR;Buffalo Wings;11.48
LAS VEGAS BAR LIQUOR;Hot Wings;11.64
LAS VEGAS BAR LIQUOR;Hot Dogs;13.32
LAS VEGAS BAR LIQUOR;Nachos;13.38
LAS VEGAS BAR LIQUOR;Soft Pretzel;14.54
Last Great Watering Hole;Original Premium;5.11
Last Great Watering Hole;Toppling Goliath King Sue;5.17
Last Great Watering Hole;Blue Moon;5.36
Last Great Watering Hole;Sun King Afternoon Delight;5.5
Last Great Watering Hole;Bell's Two-Hearted Ale;5.5
Last Great Watering Hole;Killian's;5.53
Last Great Watering Hole;Lion Bridge Compensation;6.37
Last Great Watering Hole;Hefeweizen Doppelbock;7.3
Last Great Watering Hole;Michelob Golden Draft;7.73
Last Great Watering Hole;Russian River STS;7.96
Last Great Watering Hole;Holy Mountain Misere Au Borinage;7.99
Last Great Watering Hole;Zima;8.64
Last Great Watering Hole;Chuckanut Kolsch Style;9.9
Last Great Watering Hole;Potato Skins;10.51
Last Great Watering Hole;Disco Fries;10.57
Last Great Watering Hole;Artichoke Dip;12.12
Last Great Watering Hole;Sloppy Joe;12.33
Last Great Watering Hole;Pigs in a Blanket;12.71
Last Great Watering Hole;Fried Pickles;12.85
Last Great Watering Hole;Hot Wings;13.28
Last Great Watering Hole;Hot Dogs;14.22
Last Great Watering Hole;Nachos;14.48
Laughing Out Loud Productions;ICEHOUSE;5.41
Laughing Out Loud Productions;Southpaw Light;5.42
Laughing Out Loud Productions;New Glarus Berliner Weiss;5.47
Laughing Out Loud Productions;Trilliul Vicinity;5.59
Laughing Out Loud Productions;Summit Extra Pale Ale;5.66
Laughing Out Loud Productions;Toppling Goliath King Sue;6.08
Laughing Out Loud Productions;J. Wakefield Miami Madness;6.28
Laughing Out Loud Productions;Wicked Weed Black Angel;6.5
Laughing Out Loud Productions;Stolichnaya Citrona;7.47
Laughing Out Loud Productions;Original Premium Lager Dog;8.53
Laughing Out Loud Productions;Bell's Two-Hearted Ale;9.02
Laughing Out Loud Productions;Lion Bridge Compensation;9.07
Laughing Out Loud Productions;Bud;9.17
Laughing Out Loud Productions;Devils Backbone Vienna Lager;9.19
Laughing Out Loud Productions;Allagash White;9.46
Laughing Out Loud Productions;Zima;9.65
Laughing Out Loud Productions;Budweiser;9.69
Laughing Out Loud Productions;Potato Skins;10.56
Laughing Out Loud Productions;Maple-Glazed Peanuts;11.03
Laughing Out Loud Productions;Disco Fries;11.22
Laughing Out Loud Productions;Shrimp Cocktail;11.84
Laughing Out Loud Productions;Hot Wings;12.58
Laughing Out Loud Productions;Nachos;13.61
Laughing Out Loud Productions;Quesadillas;13.62
Leather & Lace;Suarez Family Palatine Pils;5.56
Leather & Lace;Sauza Diablo;7.08
Leather & Lace;Trilliul Vicinity;7.59
Leather & Lace;Melvin 2x4 Double IPA;8.14
Leather & Lace;J. Wakefield Miami Madness;8.61
Leather & Lace;Live Oak Hefeweizen;8.99
Leather & Lace;Jalapeno Poppers;10.36
Leather & Lace;Pizza;10.46
Leather & Lace;Roasted Cauliflower;10.81
Leather & Lace;Shrimp Cocktail;11.2
Leather & Lace;Burger Sliders;11.33
Leather & Lace;Chilli;12.68
Leather & Lace;Fried Pickles;13.32
Leather & Lace;Hot Wings;13.45
Leather & Lace;Onion Rings;13.66
Leather & Lace;Hot Dogs;14.99
Legends Patio Bar & Grille;ICEHOUSE;5.41
Legends Patio Bar & Grille;Suarez Family Palatine Pils;5.48
Legends Patio Bar & Grille;New Glarus Berliner Weiss;5.74
Legends Patio Bar & Grille;Brooklyn Bel Air Sour;6.43
Legends Patio Bar & Grille;The Bruery Mocha Wednesday;7.18
Legends Patio Bar & Grille;Melvin 2x4 Double IPA;7.37
Legends Patio Bar & Grille;Toppling Goliath King Sue;7.74
Legends Patio Bar & Grille;Creamy Dark;7.85
Legends Patio Bar & Grille;Wicked Weed Black Angel;7.97
Legends Patio Bar & Grille;Stolichnaya Citrona;8.01
Legends Patio Bar & Grille;Sun King Afternoon Delight;8.44
Legends Patio Bar & Grille;Marz Diliner Weisse;8.5
Legends Patio Bar & Grille;Killian's;8.53
Legends Patio Bar & Grille;Lion Bridge Compensation;8.67
Legends Patio Bar & Grille;Hefeweizen Doppelbock;8.85
Legends Patio Bar & Grille;Allagash White;8.93
Legends Patio Bar & Grille;Grimm Afterimage;9.19
Legends Patio Bar & Grille;Zima;9.41
Legends Patio Bar & Grille;Chuckanut Kolsch Style;9.44
Legends Patio Bar & Grille;Budweiser;9.87
Legends Patio Bar & Grille;French Fries;11.42
Legends Patio Bar & Grille;Popcorn;11.91
Legends Patio Bar & Grille;Disco Fries;12.09
Legends Patio Bar & Grille;Pizza;12.38
Legends Patio Bar & Grille;Artichoke Dip;12.76
Legends Patio Bar & Grille;Mozzarella Sticks;14.66
Legends Patio Bar & Grille;Hot Dogs;14.78
Lenny's Bar & Grill;ICEHOUSE;5.42
Lenny's Bar & Grill;Southpaw Light;5.62
Lenny's Bar & Grill;New Glarus Berliner Weiss;5.82
Lenny's Bar & Grill;Original Premium;6.07
Lenny's Bar & Grill;The Bruery Mocha Wednesday;6.17
Lenny's Bar & Grill;Tired Hands SaisonHands;6.53
Lenny's Bar & Grill;Melvin 2x4 Double IPA;6.66
Lenny's Bar & Grill;Toppling Goliath King Sue;6.71
Lenny's Bar & Grill;Creamy Dark;7.88
Lenny's Bar & Grill;Michelob Golden Draft Light;8.59
Lenny's Bar & Grill;Blue Moon;8.68
Lenny's Bar & Grill;Lion Bridge Compensation;8.73
Lenny's Bar & Grill;Bud;8.87
Lenny's Bar & Grill;Allagash White;9.06
Lenny's Bar & Grill;Grimm Afterimage;9.38
Lenny's Bar & Grill;Holy Mountain Misere Au Borinage;9.6
Lenny's Bar & Grill;Chuckanut Kolsch Style;9.96
Lenny's Bar & Grill;Deviled Eggs;11.77
Lenny's Bar & Grill;Jalapeno Poppers;12.88
Lenny's Bar & Grill;Shrimp Cocktail;13.29
Lenny's Bar & Grill;Artichoke Dip;13.77
Lenny's Bar & Grill;Chilli;13.83
Live On North;Southpaw Light;5.26
Live On North;Brooklyn Bel Air Sour;5.39
Live On North;Sauza Diablo;6.23
Live On North;J. Wakefield Miami Madness;6.61
Live On North;Michelob Golden Draft Light;6.99
Live On North;Wicked Weed Black Angel;7.37
Live On North;Stolichnaya Citrona;7.39
Live On North;Marz Diliner Weisse;7.64
Live On North;Bud;8.05
Live On North;Dogfish SeaQuench;8.08
Live On North;Live Oak Hefeweizen;8.2
Live On North;Port Brewing Board Meeting;8.33
Live On North;Holy Mountain Misere Au Borinage;8.82
Live On North;Zima;8.93
Live On North;Chuckanut Kolsch Style;9.66
Live On North;Budweiser;9.79
Live On North;Popcorn;10.09
Live On North;Maple-Glazed Peanuts;10.51
Live On North;Shrimp Cocktail;10.68
Live On North;Pigs in a Blanket;11.17
Live On North;Cheese Fries;11.38
Live On North;Buffalo Wings;12.44
Live On North;Hot Wings;13.34
Live On North;Onion Rings;13.43
Live On North;Quesadillas;14.63
Lodge Management Corporation;ICEHOUSE;5.07
Lodge Management Corporation;Michelob ULTRA;5.16
Lodge Management Corporation;Brooklyn Bel Air Sour;5.51
Lodge Management Corporation;Trilliul Vicinity;5.87
Lodge Management Corporation;J. Wakefield Miami Madness;5.9
Lodge Management Corporation;Original Premium Lager Dog;6.56
Lodge Management Corporation;Sun King Afternoon Delight;7.27
Lodge Management Corporation;Marz Diliner Weisse;7.74
Lodge Management Corporation;Killian's;7.89
Lodge Management Corporation;Lion Bridge Compensation;8.91
Lodge Management Corporation;Hefeweizen Doppelbock;8.94
Lodge Management Corporation;Port Brewing Board Meeting;9.09
Lodge Management Corporation;Extra Gold;9.3
Lodge Management Corporation;Potato Skins;10.06
Lodge Management Corporation;Popcorn;10.21
Lodge Management Corporation;Disco Fries;10.59
Lodge Management Corporation;Pizza;11.44
Lodge Management Corporation;Artichoke Dip;11.54
Lodge Management Corporation;Chilli;12.8
Lodge Management Corporation;Hot Wings;13.42
Lodge Management Corporation;Onion Rings;14.12
Lodge Management Corporation;Nachos;14.31
Lodge Management Corporation;Soft Pretzel;14.85
Loki Lounge;ICEHOUSE;5.13
Loki Lounge;Suarez Family Palatine Pils;5.47
Loki Lounge;Michelob Amber Bock;5.51
Loki Lounge;New Glarus Berliner Weiss;5.72
